ID,OPTYPE,N_RETURNEES,N_FX_STAFF,N_ESC_OBS_MED,N_ESC,N_ESC_LEAD,N_MEDS,N_OBS,N_MONITORS,FX_CONTRIB
2006_1,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
2007_1,JRO,28,NA,NA,NA,NA,NA,NA,NA,NA
2007_10,JRO,57,NA,NA,NA,NA,NA,NA,NA,NA
2007_11,JRO,48,NA,NA,NA,NA,NA,NA,NA,NA
2007_12,JRO,13,NA,NA,NA,NA,NA,NA,NA,NA
2007_13,JRO,23,NA,NA,NA,NA,NA,NA,NA,NA
2007_2,JRO,50,NA,NA,NA,NA,NA,NA,NA,NA
2007_3,JRO,21,NA,NA,NA,NA,NA,NA,NA,NA
2007_4,JRO,26,NA,NA,NA,NA,NA,NA,NA,NA
2007_5,JRO,22,NA,NA,NA,NA,NA,NA,NA,NA
2007_6,JRO,75,NA,NA,NA,NA,NA,NA,NA,NA
2007_7,JRO,36,NA,NA,NA,NA,NA,NA,NA,NA
2007_8,JRO,13,NA,NA,NA,NA,NA,NA,NA,NA
2007_9,JRO,16,NA,NA,NA,NA,NA,NA,NA,NA
2008_1,JRO,26,NA,NA,NA,NA,NA,NA,NA,NA
2008_10,JRO,31,NA,NA,NA,NA,NA,NA,NA,NA
2008_11,JRO,80,NA,NA,NA,NA,NA,NA,NA,NA
2008_12,JRO,44,NA,NA,NA,NA,NA,NA,NA,NA
2008_13,JRO,69,NA,NA,NA,NA,NA,NA,NA,NA
2008_14,JRO,91,NA,NA,NA,NA,NA,NA,NA,NA
2008_15,JRO,34,NA,NA,NA,NA,NA,NA,NA,NA
2008_2,JRO,103,NA,NA,NA,NA,NA,NA,NA,NA
2008_3,JRO,6,NA,NA,NA,NA,NA,NA,NA,NA
2008_4,JRO,51,NA,NA,NA,NA,NA,NA,NA,NA
2008_5,JRO,17,NA,NA,NA,NA,NA,NA,NA,NA
2008_6,JRO,69,NA,NA,NA,NA,NA,NA,NA,NA
2008_7,JRO,99,NA,NA,NA,NA,NA,NA,NA,NA
2008_8,JRO,38,NA,NA,NA,NA,NA,NA,NA,NA
2008_9,JRO,41,NA,NA,NA,NA,NA,NA,NA,NA
2009_1,JRO,86,NA,159,NA,NA,NA,NA,NA,NA
2009_10,JRO,62,NA,146,NA,NA,NA,NA,NA,296930.93
2009_11,JRO,32,NA,49,NA,NA,NA,NA,NA,75416.85
2009_12,JRO,40,NA,69,NA,NA,NA,NA,NA,171091.38
2009_13,JRO,29,NA,65,NA,NA,NA,NA,NA,NA
2009_14,JRO,35,NA,113,NA,NA,NA,NA,NA,312984.63
2009_15,JRO,112,NA,54,NA,NA,NA,NA,NA,379317.7
2009_16,JRO,42,NA,96,NA,NA,NA,NA,NA,224007.68
2009_17,JRO,96,NA,158,NA,NA,NA,NA,NA,NA
2009_18,JRO,50,NA,133,NA,NA,NA,NA,NA,NA
2009_19,JRO,14,NA,32,NA,NA,NA,NA,NA,84204.04
2009_2,JRO,96,NA,160,NA,NA,NA,NA,NA,NA
2009_20,JRO,50,NA,129,NA,NA,NA,NA,NA,391252.77
2009_21,JRO,50,NA,68,NA,NA,NA,NA,NA,118120.91
2009_22,JRO,85,NA,131,NA,NA,NA,NA,NA,NA
2009_23,JRO,50,NA,129,NA,NA,NA,NA,NA,NA
2009_24,JRO,30,NA,58,NA,NA,NA,NA,NA,NA
2009_25,JRO,30,NA,76,NA,NA,NA,NA,NA,132832.6
2009_26,JRO,58,NA,77,NA,NA,NA,NA,NA,NA
2009_27,JRO,63,NA,83,NA,NA,NA,NA,NA,199213.56
2009_28,JRO,47,NA,128,NA,NA,NA,NA,NA,266958.56
2009_29,JRO,23,NA,68,NA,NA,NA,NA,NA,107769.87000000001
2009_3,JRO,51,NA,127,NA,NA,NA,NA,NA,238466.47999999998
2009_30,JRO,51,NA,121,NA,NA,NA,NA,NA,273468.2
2009_31,JRO,74,NA,76,NA,NA,NA,NA,NA,96312.75
2009_32,JRO,52,NA,62,NA,NA,NA,NA,NA,NA
2009_4,JRO,38,NA,100,NA,NA,NA,NA,NA,201756.19
2009_5,JRO,8,NA,30,NA,NA,NA,NA,NA,52115
2009_6,JRO,61,NA,86,NA,NA,NA,NA,NA,172360.77
2009_7,JRO,52,NA,129,NA,NA,NA,NA,NA,384967.64
2009_8,JRO,47,NA,99,NA,NA,NA,NA,NA,181606.42
2009_9,JRO,6,NA,NA,NA,NA,NA,NA,NA,NA
2010_1,JRO,53,NA,86,NA,NA,NA,NA,NA,149193.29
2010_10,JRO,46,NA,138,NA,NA,NA,NA,NA,328298.43
2010_11,JRO,31,NA,47,NA,NA,NA,NA,1,77369.79000000001
2010_12,JRO,51,NA,137,NA,NA,NA,NA,NA,296838.73
2010_13,JRO,30,NA,96,NA,NA,NA,NA,1,169398.09
2010_14,JRO,27,NA,41,NA,NA,NA,NA,NA,86781.13
2010_15,JRO,85,NA,141,NA,NA,NA,NA,NA,144657.28999999998
2010_16,JRO,32,NA,1,NA,NA,NA,NA,NA,248092.52
2010_17,JRO,28,NA,55,NA,NA,NA,NA,NA,NA
2010_18,JRO,28,NA,57,NA,NA,NA,NA,NA,127490.68
2010_19,JRO,45,NA,113,NA,NA,NA,NA,1,197398.83000000002
2010_2,JRO,63,NA,160,NA,NA,NA,NA,1,381477.89
2010_20,JRO,97,NA,144,NA,NA,NA,NA,1,518940.78
2010_21,JRO,54,NA,62,NA,NA,NA,NA,NA,125847.06999999999
2010_22,JRO,22,NA,54,NA,NA,NA,NA,NA,147624.2
2010_23,JRO,56,NA,139,NA,NA,NA,NA,1,379583.5
2010_24,JRO,43,NA,112,NA,NA,NA,NA,1,324972.18
2010_25,JRO,45,NA,125,NA,NA,NA,NA,NA,262235.81
2010_26,JRO,60,NA,95,NA,NA,NA,NA,1,147346.85
2010_27,JRO,36,NA,81,NA,NA,NA,NA,NA,186143.27
2010_28,JRO,61,NA,69,NA,NA,NA,NA,2,129136.38
2010_29,JRO,57,NA,117,NA,NA,NA,NA,1,302733.54000000004
2010_3,JRO,118,NA,156,NA,NA,NA,NA,NA,491387.56
2010_30,JRO,54,NA,132,NA,NA,NA,NA,NA,349600.51999999996
2010_31,JRO,65,NA,84,NA,NA,NA,NA,1,104217.68
2010_32,JRO,59,NA,87,NA,NA,NA,NA,1,129295.81
2010_33,JRO,48,NA,117,NA,NA,NA,NA,NA,283709.84
2010_34,JRO,36,NA,112,NA,NA,NA,NA,NA,46798.05
2010_35,JRO,24,NA,54,NA,NA,NA,NA,NA,141692.88
2010_36,JRO,94,NA,NA,NA,NA,NA,NA,NA,63152.63
2010_37,JRO,60,NA,156,NA,NA,NA,NA,NA,423939.69
2010_38,JRO,75,NA,83,NA,NA,NA,NA,NA,114627.62
2010_39,JRO,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010_4,JRO,NA,NA,NA,NA,NA,NA,NA,NA,273206.03
2010_5,JRO,77,NA,172,NA,NA,NA,NA,NA,385428.09
2010_6,JRO,54,NA,62,NA,NA,NA,NA,2,77513.67
2010_7,JRO,35,NA,87,NA,NA,NA,NA,NA,275272.66
2010_8,JRO,44,NA,110,NA,NA,NA,NA,NA,174665.68
2010_9,JRO,48,NA,108,NA,NA,NA,NA,NA,361657.46
2011_1,JRO,59,NA,162,NA,NA,NA,NA,2,399683.83
2011_10,JRO,44,2,129,NA,NA,NA,NA,2,375472.64999999997
2011_11,JRO,77,1,74,NA,NA,NA,NA,1,116806.87
2011_12,JRO,40,1,97,NA,NA,NA,NA,NA,154487.11000000002
2011_13,JRO,54,1,156,NA,NA,NA,NA,NA,NA
2011_14,JRO,57,1,129,NA,NA,NA,NA,1,176154.59
2011_15,JRO,37,NA,92,NA,NA,NA,NA,NA,3425.76
2011_16,JRO,56,1,68,NA,NA,NA,NA,NA,101236.12
2011_17,JRO,36,1,112,NA,NA,NA,NA,NA,343221.09
2011_18,JRO,49,1,102,NA,NA,NA,NA,NA,271283.63
2011_19,JRO,33,1,47,NA,NA,NA,NA,1,87732.01000000001
2011_2,JRO,109,NA,128,NA,NA,NA,NA,NA,NA
2011_20,JRO,107,1,144,NA,NA,NA,NA,NA,3869.9700000000003
2011_21,JRO,41,2,108,NA,NA,NA,NA,2,430311.68000000005
2011_22,JRO,35,1,83,NA,NA,NA,NA,NA,1296.86
2011_23,JRO,84,NA,174,NA,NA,NA,NA,1,172337.24
2011_24,JRO,50,1,67,NA,NA,NA,NA,4,79339.36
2011_25,JRO,32,1,92,NA,NA,NA,NA,3,236639.87
2011_26,JRO,39,1,39,NA,NA,NA,NA,NA,78171.86
2011_27,JRO,47,1,133,NA,NA,NA,NA,NA,278548.76
2011_28,JRO,51,1,128,NA,NA,NA,NA,NA,301997.33
2011_29,JRO,39,1,103,NA,NA,NA,NA,2,235814.97999999998
2011_3,JRO,85,NA,163,NA,NA,NA,NA,NA,517810.43
2011_30,JRO,38,1,89,NA,NA,NA,NA,NA,203025.61
2011_31,JRO,101,1,47,NA,NA,NA,NA,NA,93691.89
2011_32,JRO,59,1,75,NA,NA,NA,NA,1,111588.48
2011_33,JRO,19,NA,47,NA,NA,NA,NA,NA,87855.19
2011_34,JRO,NA,NA,NA,NA,NA,NA,NA,NA,139683.24
2011_35,JRO,30,NA,90,NA,NA,NA,NA,1,206660.81
2011_36,JRO,84,1,170,NA,NA,NA,NA,NA,533858.11
2011_37,JRO,19,NA,33,NA,NA,NA,NA,NA,63123.6
2011_38,JRO,92,1,145,NA,NA,NA,NA,NA,453096.12
2011_39,JRO,49,NA,132,NA,NA,NA,NA,NA,282641.35
2011_4,JRO,60,2,91,NA,NA,NA,NA,NA,134913.32
2011_40,JRO,76,NA,71,NA,NA,NA,NA,1,116541.15
2011_41,JRO,26,1,71,NA,NA,NA,NA,NA,176599.09
2011_42,JRO,49,1,116,NA,NA,NA,NA,1,270481.67
2011_5,JRO,8,1,NA,NA,NA,NA,NA,NA,289326.49
2011_6,JRO,31,1,70,NA,NA,NA,NA,1,183067.09
2011_7,JRO,92,1,193,NA,NA,NA,NA,NA,355081.33999999997
2011_8,JRO,56,1,134,NA,NA,NA,NA,NA,308654.23000000004
2011_9,JRO,31,1,66,NA,NA,NA,NA,NA,138635.97999999998
2012_1,JRO,25,1,65,NA,NA,NA,NA,1,102901.35
2012_10,JRO,6,1,29,NA,NA,NA,NA,NA,138460.06
2012_11,JRO,92,1,84,NA,NA,NA,NA,NA,108670.31999999999
2012_12,JRO,33,1,86,NA,NA,NA,NA,2,201860.78
2012_13,JRO,46,1,142,NA,NA,NA,NA,NA,273532.87
2012_14,JRO,72,1,92,NA,NA,NA,NA,1,74042.5
2012_15,JRO,44,1,102,NA,NA,NA,NA,1,219779.81
2012_16,JRO,33,NA,92,NA,NA,NA,NA,NA,NA
2012_17,JRO,100,1,75,NA,NA,NA,NA,NA,134400.41999999998
2012_18,JRO,28,1,76,NA,NA,NA,NA,1,242297.2
2012_19,JRO,30,1,80,NA,NA,NA,NA,NA,353724.7
2012_2,JRO,50,1,74,NA,NA,NA,NA,1,118865.03
2012_20,JRO,34,1,77,NA,NA,NA,NA,1,130673.56
2012_21,JRO,47,1,110,NA,NA,NA,NA,NA,361818.12999999995
2012_22,JRO,103,NA,NA,NA,NA,NA,NA,NA,941.64
2012_23,JRO,68,1,77,NA,NA,NA,NA,2,135691.03
2012_24,JRO,46,1,125,NA,NA,NA,NA,NA,285483.77999999997
2012_25,JRO,43,NA,108,NA,NA,NA,NA,NA,277484.11
2012_26,JRO,72,1,81,NA,NA,NA,NA,1,92278.63
2012_27,JRO,54,2,140,NA,NA,NA,NA,1,390456.71
2012_28,JRO,58,1,83,NA,NA,NA,NA,1,124475.2
2012_29,JRO,33,NA,NA,NA,NA,NA,NA,NA,6395.83
2012_3,JRO,99,1,163,NA,NA,NA,NA,NA,500989.45999999996
2012_30,JRO,NA,NA,NA,NA,NA,NA,NA,NA,89964.35
2012_31,JRO,41,1,111,NA,NA,NA,NA,1,164789.71
2012_32,JRO,42,1,112,NA,NA,NA,NA,1,238986.59
2012_33,JRO,59,1,134,NA,NA,NA,NA,NA,409437.79000000004
2012_34,JRO,87,1,80,NA,NA,NA,NA,NA,73462.51
2012_35,JRO,72,1,95,NA,NA,NA,NA,NA,124215.01
2012_36,JRO,79,1,92,NA,NA,NA,NA,NA,152962.87000000002
2012_37,JRO,50,1,149,NA,NA,NA,NA,NA,396568.56
2012_38,JRO,45,1,131,NA,NA,NA,NA,1,198091.61000000002
2012_4,JRO,35,1,109,NA,NA,NA,NA,NA,256586.66999999998
2012_5,JRO,71,1,55,NA,NA,NA,NA,NA,83068.88
2012_6,JRO,48,1,111,NA,NA,NA,NA,1,246309.72
2012_7,JRO,56,2,109,NA,NA,NA,NA,2,281769.27
2012_8,JRO,77,1,64,NA,NA,NA,NA,NA,99625.32
2012_9,JRO,25,1,76,NA,NA,NA,NA,NA,122785.86
2013_1,JRO,65,1,156,NA,NA,NA,NA,NA,41712.82000000001
2013_10,JRO,43,1,125,NA,NA,NA,NA,1,333267.43
2013_11,JRO,8,2,42,NA,NA,NA,NA,1,56910.6
2013_12,JRO,83,1,94,NA,NA,NA,NA,NA,128945.68000000001
2013_13,JRO,30,1,85,NA,NA,NA,NA,1,172764.47
2013_14,JRO,71,1,156,NA,NA,NA,NA,NA,498444.77999999997
2013_15,JRO,73,1,78,NA,NA,NA,NA,1,113442
2013_16,JRO,52,1,117,NA,NA,NA,NA,3,129687.91
2013_17,JRO,42,1,108,NA,NA,NA,NA,NA,194571.86000000002
2013_18,JRO,38,1,114,NA,NA,NA,NA,1,391001.86
2013_19,JRO,34,NA,108,NA,NA,NA,NA,2,41638.47
2013_2,JRO,110,1,163,NA,NA,NA,NA,NA,318957.13
2013_20,JRO,67,1,57,NA,NA,NA,NA,NA,101190.26
2013_21,JRO,47,1,132,NA,NA,NA,NA,NA,194900.31
2013_22,JRO,66,NA,76,NA,NA,NA,NA,NA,109945.47
2013_23,JRO,40,1,110,NA,NA,NA,NA,NA,259732.21000000002
2013_24,JRO,47,1,122,NA,NA,NA,NA,NA,273116.8
2013_25,JRO,81,1,64,NA,NA,NA,NA,NA,121320.41
2013_26,JRO,86,1,138,NA,NA,NA,NA,NA,317421.18
2013_27,JRO,75,1,97,NA,NA,NA,NA,1,155108.6
2013_28,JRO,18,2,64,NA,NA,NA,NA,1,174311.84
2013_29,JRO,62,1,121,NA,NA,NA,NA,NA,174669.63
2013_3,JRO,25,1,80,NA,NA,NA,NA,1,308116.79
2013_30,JRO,77,1,58,NA,NA,NA,NA,NA,76918.23
2013_31,JRO,31,1,87,NA,NA,NA,NA,NA,303160.69
2013_32,JRO,45,1,109,NA,NA,NA,NA,2,481220.33
2013_33,JRO,44,NA,116,NA,NA,NA,NA,NA,204192.9
2013_34,JRO,41,1,86,NA,NA,NA,NA,NA,258752.81
2013_35,JRO,31,1,6,NA,NA,NA,NA,2,113511.18000000001
2013_36,JRO,23,NA,67,NA,NA,NA,NA,2,6025.11
2013_37,JRO,93,NA,147,NA,NA,NA,NA,2,287051.92
2013_38,JRO,37,1,68,NA,NA,NA,NA,1,109989.91
2013_4,JRO,38,1,97,NA,NA,NA,NA,NA,203693.82
2013_5,JRO,54,1,108,NA,NA,NA,NA,NA,250598.77
2013_6,JRO,43,1,114,NA,NA,NA,NA,NA,270182.89
2013_7,JRO,34,1,176,NA,NA,NA,NA,1,92283.58
2013_8,JRO,112,4,87,NA,NA,NA,NA,NA,163963.44
2013_9,JRO,98,NA,151,NA,NA,NA,NA,NA,9344.05
2014_1,JRO,42,NA,111,NA,NA,NA,NA,NA,2331.37
2014_10,JRO,45,1,89,NA,NA,NA,NA,1,112886.43
2014_11,JRO,32,1,84,NA,NA,NA,NA,NA,48467.99
2014_12,JRO,50,1,152,NA,NA,NA,NA,NA,383662.58999999997
2014_13,JRO,29,1,46,NA,NA,NA,NA,NA,166305.66
2014_14,JRO,74,1,90,NA,NA,NA,NA,NA,187646.69
2014_15,JRO,65,1,NA,NA,NA,NA,NA,NA,42462.56
2014_16,JRO,43,1,135,NA,NA,NA,NA,1,333213.73
2014_17,JRO,71,1,116,NA,NA,NA,NA,1,140124.88
2014_18,JRO,50,1,143,NA,NA,NA,NA,1,328707.77999999997
2014_19,JRO,20,1,64,NA,NA,NA,NA,4,7296.879999999999
2014_2,JRO,41,NA,106,NA,NA,NA,NA,NA,55950.04
2014_20,JRO,44,1,68,NA,NA,NA,NA,1,221767.94
2014_21,CRO,51,1,37,NA,NA,NA,NA,3,30304.12
2014_22,JRO,27,NA,69,NA,NA,NA,NA,NA,465187.76
2014_23,JRO,94,1,130,NA,NA,NA,NA,NA,1599.7
2014_24,JRO,26,1,90,NA,NA,NA,NA,2,347664.33999999997
2014_25,JRO,44,1,106,NA,NA,NA,NA,2,275015.52
2014_26,JRO,43,1,44,NA,NA,NA,NA,1,72343.78
2014_27,JRO,45,1,121,NA,NA,NA,NA,NA,261615.62
2014_28,JRO,70,1,80,NA,NA,NA,NA,1,70993.49
2014_29,JRO,43,1,86,NA,NA,NA,NA,NA,781.99
2014_3,JRO,80,1,41,NA,NA,NA,NA,NA,64629.119999999995
2014_30,JRO,76,1,99,NA,NA,NA,NA,NA,165356.22
2014_31,CRO,15,2,64,NA,NA,NA,NA,4,110000.16
2014_32,JRO,60,1,79,NA,NA,NA,NA,1,106056.48999999999
2014_33,JRO,41,1,134,NA,NA,NA,NA,1,356368.04
2014_34,JRO,60,1,98,NA,NA,NA,NA,2,204965.66
2014_35,JRO,23,1,70,NA,NA,NA,NA,3,28259.52
2014_36,JRO,69,1,94,NA,NA,NA,NA,2,80108.36
2014_37,JRO,64,1,66,NA,NA,NA,NA,NA,94316.51
2014_38,CRO,18,2,52,NA,NA,NA,NA,3,132693.9
2014_39,JRO,50,1,72,NA,NA,NA,NA,1,38096.87
2014_4,JRO,62,1,166,NA,NA,NA,NA,2,302787.95
2014_40,JRO,26,1,66,NA,NA,NA,NA,NA,434454.38999999996
2014_41,JRO,NA,1,NA,NA,NA,NA,NA,NA,96927.84999999999
2014_42,JRO,75,2,148,NA,NA,NA,NA,5,238857.9
2014_43,JRO,47,1,137,NA,NA,NA,NA,6,403489.53
2014_44,JRO,42,NA,51,NA,NA,NA,NA,1,19663.68
2014_45,JRO,79,NA,98,NA,NA,NA,NA,NA,90591.66
2014_5,JRO,67,1,59,NA,NA,NA,NA,NA,74721.78
2014_6,CRO,48,1,2,NA,NA,NA,NA,1,102907.89
2014_7,JRO,49,NA,104,NA,NA,NA,NA,NA,58027.87
2014_8,JRO,27,1,69,NA,NA,NA,NA,1,220161.36
2014_9,JRO,101,1,157,NA,NA,NA,NA,NA,295183.75
2015_1,JRO,84,NA,53,NA,NA,NA,NA,NA,55482.83
2015_10,JRO,45,NA,140,NA,NA,NA,NA,1,381049.91
2015_11,JRO,68,1,99,NA,NA,NA,NA,NA,95807.36
2015_12,JRO,89,1,41,NA,NA,NA,NA,NA,52860.03999999999
2015_13,CRO,35,1,3,NA,NA,NA,NA,2,142560.88
2015_14,CRO,49,1,34,NA,NA,NA,NA,2,150949.64
2015_15,JRO,51,1,92,NA,NA,NA,NA,3,89546.36
2015_16,JRO,25,1,84,NA,NA,NA,NA,5,301697.4
2015_17,JRO,83,1,108,NA,NA,NA,NA,NA,98684.26999999999
2015_18,JRO,58,1,92,NA,NA,NA,NA,2,152039.85
2015_19,JRO,23,1,52,NA,NA,NA,NA,NA,163069.37
2015_2,JRO,60,1,94,NA,NA,NA,NA,3,98396.8
2015_20,JRO,54,1,141,NA,NA,NA,NA,NA,501662.3
2015_21,NRO,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015_22,JRO,85,1,97,NA,NA,NA,NA,1,109106.56
2015_23,JRO,89,1,58,NA,NA,NA,NA,NA,89264.16
2015_24,JRO,44,2,146,NA,NA,NA,NA,1,300648.38
2015_25,CRO,50,1,34,NA,NA,NA,NA,2,61318.43
2015_26,JRO,44,1,72,NA,NA,NA,NA,NA,139166.94999999998
2015_27,JRO,16,NA,60,NA,NA,NA,NA,2,57791.770000000004
2015_28,JRO,115,1,50,NA,NA,NA,NA,NA,103919.95999999999
2015_29,JRO,11,1,34,NA,NA,NA,NA,NA,74574.5
2015_3,JRO,62,1,133,NA,NA,NA,NA,2,284262.01
2015_30,JRO,59,1,150,NA,NA,NA,NA,1,447336.64999999997
2015_31,JRO,58,1,55,NA,NA,NA,NA,NA,102320.57999999999
2015_32,JRO,22,1,39,NA,NA,NA,NA,NA,66316.97
2015_33,JRO,45,1,139,NA,NA,NA,NA,2,338196.56
2015_34,JRO,97,1,88,NA,NA,NA,NA,2,124941.34
2015_35,JRO,60,1,107,NA,NA,NA,NA,1,328494.18
2015_36,JRO,116,1,68,NA,NA,NA,NA,1,100921.68
2015_37,JRO,97,NA,79,NA,NA,NA,NA,1,61867.16
2015_38,JRO,66,1,65,NA,NA,NA,NA,1,112488.61
2015_39,JRO,49,1,138,NA,NA,NA,NA,NA,252618.98
2015_4,CRO,50,1,30,NA,NA,NA,NA,1,78344.82
2015_40,CRO,51,1,38,NA,NA,NA,NA,5,77212.99
2015_41,JRO,65,1,71,NA,NA,NA,NA,1,101764.89
2015_42,JRO,30,1,84,NA,NA,NA,NA,3,248928.52
2015_43,JRO,6,1,21,NA,NA,NA,NA,NA,124890.87000000001
2015_44,JRO,49,1,83,NA,NA,NA,NA,NA,109147.40000000001
2015_45,JRO,27,1,90,NA,NA,NA,NA,NA,292560.67
2015_46,JRO,28,1,85,NA,NA,NA,NA,3,293496.33999999997
2015_47,JRO,56,1,86,NA,NA,NA,NA,1,79702.68
2015_48,JRO,42,1,108,NA,NA,NA,NA,NA,216576.62000000002
2015_49,CRO,36,1,6,NA,NA,NA,NA,3,106517.04
2015_5,JRO,43,1,121,NA,NA,NA,NA,NA,256681.87
2015_50,JRO,20,1,61,NA,NA,NA,NA,3,164795.99
2015_51,JRO,56,1,109,NA,NA,NA,NA,NA,313074.54
2015_52,JRO,83,1,85,NA,NA,NA,NA,2,162933.85
2015_53,JRO,49,1,110,NA,NA,NA,NA,NA,255837.75
2015_54,JRO,17,1,55,NA,NA,NA,NA,2,307194.32
2015_55,JRO,47,1,103,NA,NA,NA,NA,1,253710.02000000002
2015_56,JRO,92,1,60,NA,NA,NA,NA,NA,72092.08
2015_57,JRO,50,1,127,NA,NA,NA,NA,1,256065.5
2015_58,JRO,69,1,138,NA,NA,NA,NA,3,180112.93
2015_59,CRO,65,1,NA,NA,NA,NA,NA,2,44954.19
2015_6,JRO,20,1,75,NA,NA,NA,NA,4,289802.48
2015_60,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2015_61,JRO,64,1,111,NA,NA,NA,NA,NA,155624.66999999998
2015_62,JRO,103,1,91,NA,NA,NA,NA,2,147114.34
2015_63,JRO,25,1,68,NA,NA,NA,NA,NA,172552.62
2015_64,JRO,146,2,111,NA,NA,NA,NA,NA,247357.45
2015_65,JRO,93,1,53,NA,NA,NA,NA,2,105351.54
2015_66,JRO,28,1,104,NA,NA,NA,NA,NA,234741.404
2015_7,JRO,73,1,105,NA,NA,NA,NA,2,131473.98
2015_8,JRO,77,NA,94,NA,NA,NA,NA,1,72316.79999999999
2015_9,JRO,54,1,92,NA,NA,NA,NA,NA,272573.89
2016_1,JRO,88,2,86,NA,NA,NA,NA,NA,179629.3
2016_10,JRO,55,1,50,NA,NA,NA,NA,1,75291.6
2016_100,JRO,72,NA,51,NA,NA,NA,NA,NA,NA
2016_101,NRO,65,NA,NA,NA,NA,NA,NA,NA,60178.17
2016_102,JRO,51,1,55,NA,NA,NA,NA,1,NA
2016_103,NRO,30,NA,NA,NA,NA,NA,NA,NA,54590
2016_104,NRO,57,NA,NA,NA,NA,NA,NA,NA,63046.3
2016_105,JRO,51,NA,64,NA,NA,NA,NA,1,68083.93
2016_106,JRO,26,NA,63,NA,NA,NA,NA,2,194110.68
2016_107,NRO,40,NA,NA,NA,NA,NA,NA,NA,138947
2016_108,NRO,48,NA,NA,NA,NA,NA,NA,NA,52627.61
2016_109,NRO,42,NA,NA,NA,NA,NA,NA,NA,124658.33
2016_11,JRO,71,1,94,NA,NA,NA,NA,1,304745.58
2016_110,JRO,54,NA,33,NA,NA,NA,NA,NA,67279.49
2016_111,NRO,42,NA,NA,NA,NA,NA,NA,NA,51055.64
2016_112,NRO,68,NA,NA,NA,NA,NA,NA,NA,115927
2016_113,NRO,83,NA,NA,NA,NA,NA,NA,NA,56846.58
2016_114,NRO,35,NA,NA,NA,NA,NA,NA,NA,53982.3
2016_115,NRO,30,NA,NA,NA,NA,NA,NA,NA,47895
2016_116,NRO,46,NA,NA,NA,NA,NA,NA,NA,54200.3
2016_117,JRO,46,NA,33,NA,NA,NA,NA,1,61736.82
2016_118,JRO,13,1,60,NA,NA,NA,NA,1,NA
2016_119,NRO,30,NA,NA,NA,NA,NA,NA,NA,63345
2016_12,JRO,42,3,134,NA,NA,NA,NA,2,326219.06
2016_120,NRO,10,NA,NA,NA,NA,NA,NA,1,33672.9
2016_121,NRO,19,NA,NA,NA,NA,NA,NA,NA,57974.04
2016_122,NRO,3,NA,NA,NA,NA,NA,NA,1,146456.72
2016_123,NRO,43,NA,NA,NA,NA,NA,NA,NA,60856.11
2016_124,JRO,51,1,35,NA,NA,NA,NA,1,NA
2016_125,JRO,40,NA,51,NA,NA,NA,NA,1,80882.7
2016_126,NRO,102,NA,NA,NA,NA,NA,NA,NA,70153.3
2016_127,NRO,64,NA,NA,NA,NA,NA,NA,NA,76086.1
2016_128,JRO,47,NA,90,NA,NA,NA,NA,1,229212.47
2016_129,NRO,30,NA,NA,NA,NA,NA,NA,NA,60770
2016_13,JRO,79,1,172,NA,NA,NA,NA,2,665891.54
2016_130,NRO,49,NA,NA,NA,NA,NA,NA,NA,54332.25
2016_131,NRO,30,NA,NA,NA,NA,NA,NA,NA,66435
2016_132,NRO,87,NA,NA,NA,NA,NA,NA,NA,53982.3
2016_133,NRO,77,NA,NA,NA,NA,NA,NA,NA,51046.8
2016_134,JRO,80,NA,42,NA,NA,NA,NA,NA,96978.28
2016_135,NRO,57,NA,NA,NA,NA,NA,NA,NA,51427.9
2016_136,NRO,59,NA,NA,NA,NA,NA,NA,NA,56326.28
2016_137,NRO,15,NA,NA,NA,NA,NA,NA,NA,61285
2016_138,JRO,29,1,90,NA,NA,NA,NA,1,NA
2016_139,CRO,49,1,NA,NA,NA,NA,NA,2,145218.48
2016_14,JRO,61,1,36,NA,NA,NA,NA,NA,59045.149999999994
2016_140,NRO,71,NA,NA,NA,NA,NA,NA,NA,58462.8
2016_141,NRO,16,NA,NA,NA,NA,NA,NA,NA,62343.33
2016_142,CRO,46,1,NA,NA,NA,NA,NA,1,85494.8
2016_143,NRO,2,NA,NA,NA,NA,NA,NA,NA,150185.03
2016_144,JRO,28,NA,72,NA,NA,NA,NA,3,NA
2016_145,NRO,60,NA,NA,NA,NA,NA,NA,NA,52406.57
2016_146,NRO,28,NA,NA,NA,NA,NA,NA,NA,54590
2016_147,NRO,41,NA,NA,NA,NA,NA,NA,NA,51247.9
2016_148,JRO,51,1,125,NA,NA,NA,NA,3,612433.58
2016_149,JRO,70,NA,71,NA,NA,NA,NA,NA,186442.41
2016_15,JRO,35,1,NA,NA,NA,NA,NA,NA,437505.6
2016_150,NRO,78,NA,NA,NA,NA,NA,NA,NA,79306.5
2016_151,JRO,13,1,55,NA,NA,NA,NA,NA,301890.86
2016_152,NRO,114,NA,NA,NA,NA,NA,NA,NA,96915
2016_153,NRO,30,NA,NA,NA,NA,NA,NA,NA,66950
2016_154,NRO,30,NA,NA,NA,NA,NA,NA,NA,70040
2016_155,NRO,44,NA,NA,NA,NA,NA,NA,NA,64270.5
