ROID,MSISO,MSNAME,N_ESC,N_ESC_LEAD,N_ESC_POOL,N_OBS,UNIQUE_ID,N_MONITORS,N_MONITORS_POOL
RO-01137,FRA,France,10,1,0,0,RO-01137FRA,0,NA
RO-01137,NOR,Norway,6,1,0,0,RO-01137NOR,0,NA
RO-01137,SWE,Sweden,5,1,0,0,RO-01137SWE,0,NA
RO-01139,ITA,Italy,63,1,0,0,RO-01139ITA,0,NA
RO-01140,ESP,Spain,75,1,0,0,RO-01140ESP,1,NA
RO-01140,SWE,Sweden,7,1,0,0,RO-01140SWE,1,NA
RO-01143,BGR,Bulgaria,2,1,0,0,RO-01143BGR,0,NA
RO-01143,DEU,Germany,87,1,0,0,RO-01143DEU,0,NA
RO-01143,SWE,Sweden,4,1,0,0,RO-01143SWE,0,NA
RO-01144,DEU,Germany,64,1,0,0,RO-01144DEU,0,NA
RO-01145,FRA,France,48,1,0,0,RO-01145FRA,1,NA
RO-01146,ITA,Italy,53,2,0,0,RO-01146ITA,0,NA
RO-01147,ITA,Italy,64,2,0,0,RO-01147ITA,3,NA
RO-01148,DEU,Germany,8,1,0,0,RO-01148DEU,0,NA
RO-01149,AUT,Austria,19,1,0,0,RO-01149AUT,1,NA
RO-01149,DEU,Germany,44,1,0,0,RO-01149DEU,0,NA
RO-01150,AUT,Austria,12,1,0,0,RO-01150AUT,1,NA
RO-01150,DEU,Germany,75,1,0,0,RO-01150DEU,0,NA
RO-01151,DEU,Germany,39,1,0,0,RO-01151DEU,1,NA
RO-01152,DEU,Germany,105,1,0,0,RO-01152DEU,1,NA
RO-01152,ITA,Italy,12,2,0,0,RO-01152ITA,1,NA
RO-01152,SWE,Sweden,4,1,0,0,RO-01152SWE,1,NA
RO-01153,ITA,Italy,58,2,0,0,RO-01153ITA,0,NA
RO-01154,DEU,Germany,5,1,0,0,RO-01154DEU,0,NA
RO-01155,ITA,Italy,84,2,0,0,RO-01155ITA,0,NA
RO-01156,ITA,Italy,73,2,0,0,RO-01156ITA,0,NA
RO-01158,DEU,Germany,33,1,0,0,RO-01158DEU,0,NA
RO-01159,DEU,Germany,42,1,0,0,RO-01159DEU,0,NA
RO-01160,DEU,Germany,8,1,0,0,RO-01160DEU,0,1
RO-01161,DEU,Germany,109,1,0,0,RO-01161DEU,0,NA
RO-01162,DEU,Germany,86,1,0,0,RO-01162DEU,0,NA
RO-01163,DEU,Germany,109,1,0,0,RO-01163DEU,0,NA
RO-01164,DEU,Germany,44,1,0,0,RO-01164DEU,1,NA
RO-01165,DEU,Germany,51,1,0,0,RO-01165DEU,0,1
RO-01166,ITA,Italy,47,2,0,0,RO-01166ITA,0,NA
RO-01167,ITA,Italy,91,2,0,0,RO-01167ITA,0,NA
RO-01168,DEU,Germany,43,1,0,0,RO-01168DEU,0,1
RO-01169,DEU,Germany,80,1,0,0,RO-01169DEU,0,NA
RO-01170,DEU,Germany,72,1,0,0,RO-01170DEU,0,1
RO-01171,DEU,Germany,57,1,0,0,RO-01171DEU,0,NA
RO-01172,DEU,Germany,69,1,0,0,RO-01172DEU,0,NA
RO-01173,DEU,Germany,66,1,0,0,RO-01173DEU,0,NA
RO-01174,DEU,Germany,40,1,0,0,RO-01174DEU,0,NA
RO-01175,ITA,Italy,52,2,0,0,RO-01175ITA,0,NA
RO-01176,AUT,Austria,85,1,0,0,RO-01176AUT,1,NA
RO-01176,BGR,Bulgaria,4,1,0,0,RO-01176BGR,0,NA
RO-01176,HUN,Hungary,24,1,0,0,RO-01176HUN,1,NA
RO-01177,ITA,Italy,77,2,0,0,RO-01177ITA,0,NA
RO-01184,DEU,Germany,15,1,0,0,RO-01184DEU,0,1
RO-01185,ITA,Italy,94,1,0,0,RO-01185ITA,0,NA
RO-01189,DEU,Germany,60,1,0,1,RO-01189DEU,0,NA
RO-01190,ITA,Italy,84,2,0,0,RO-01190ITA,0,NA
RO-01191,ITA,Italy,69,1,0,0,RO-01191ITA,0,NA
RO-01192,ITA,Italy,118,1,0,0,RO-01192ITA,2,NA
RO-01199,NOR,Norway,35,2,0,1,RO-01199NOR,0,NA
RO-01199,SWE,Sweden,17,1,0,0,RO-01199SWE,1,NA
RO-01200,ESP,Spain,90,0,0,0,RO-01200ESP,1,NA
RO-01201,AUT,Austria,23,1,0,0,RO-01201AUT,1,NA
RO-01201,BGR,Bulgaria,4,1,0,0,RO-01201BGR,0,NA
RO-01201,HUN,Hungary,19,1,0,0,RO-01201HUN,1,NA
RO-01201,SVN,Slovenia,2,1,0,0,RO-01201SVN,0,NA
RO-01202,DEU,Germany,65,1,0,0,RO-01202DEU,0,1
RO-01203,AUT,Austria,46,1,0,0,RO-01203AUT,1,NA
RO-01203,HUN,Hungary,18,1,0,0,RO-01203HUN,1,NA
RO-01203,SWE,Sweden,21,1,0,0,RO-01203SWE,1,NA
RO-01214,ITA,Italy,81,2,0,0,RO-01214ITA,0,NA
RO-01215,BEL,Belgium,0,0,0,0,RO-01215BEL,0,NA
RO-01215,FRA,France,38,1,0,3,RO-01215FRA,0,NA
RO-01216,BEL,Belgium,0,0,0,0,RO-01216BEL,0,NA
RO-01216,FRA,France,38,1,0,4,RO-01216FRA,0,NA
RO-01217,BEL,Belgium,0,0,0,0,RO-01217BEL,0,NA
RO-01217,FRA,France,39,1,0,4,RO-01217FRA,0,NA
RO-01218,BEL,Belgium,0,0,0,0,RO-01218BEL,0,NA
RO-01218,FRA,France,41,1,0,4,RO-01218FRA,0,NA
RO-01221,ITA,Italy,68,1,0,0,RO-01221ITA,0,NA
RO-01224,AUT,Austria,22,1,0,0,RO-01224AUT,1,1
RO-01224,DEU,Germany,41,1,0,0,RO-01224DEU,0,NA
RO-01225,FRA,France,37,1,0,0,RO-01225FRA,0,NA
RO-01227,ESP,Spain,49,1,0,0,RO-01227ESP,1,NA
RO-01230,DEU,Germany,41,1,0,1,RO-01230DEU,0,1
RO-01234,ESP,Spain,49,1,0,0,RO-01234ESP,1,NA
RO-01234,IRL,Ireland,0,0,0,2,RO-01234IRL,0,NA
RO-01235,ITA,Italy,82,2,0,0,RO-01235ITA,0,NA
RO-01238,ITA,Italy,91,2,0,0,RO-01238ITA,0,NA
RO-01239,ITA,Italy,88,2,0,0,RO-01239ITA,3,NA
RO-01242,DEU,Germany,15,1,0,0,RO-01242DEU,0,NA
RO-01243,ITA,Italy,85,2,0,0,RO-01243ITA,0,NA
RO-01244,ITA,Italy,0,1,0,0,RO-01244ITA,0,NA
RO-01245,BEL,Belgium,2,1,0,0,RO-01245BEL,0,NA
RO-01245,ITA,Italy,90,2,0,0,RO-01245ITA,2,NA
RO-01246,ITA,Italy,87,2,0,0,RO-01246ITA,0,NA
RO-01247,AUT,Austria,27,1,0,1,RO-01247AUT,1,NA
RO-01247,DEU,Germany,85,1,0,0,RO-01247DEU,0,NA
RO-01247,SWE,Sweden,8,1,0,0,RO-01247SWE,1,NA
RO-01249,DEU,Germany,10,1,0,0,RO-01249DEU,0,NA
RO-01250,ITA,Italy,88,1,0,0,RO-01250ITA,0,NA
RO-01251,BEL,Belgium,9,1,0,0,RO-01251BEL,2,NA
RO-01251,IRL,Ireland,49,1,0,0,RO-01251IRL,0,NA
RO-01251,ISL,Iceland,11,2,0,0,RO-01251ISL,0,NA
RO-01252,ITA,Italy,72,1,0,0,RO-01252ITA,0,NA
RO-01254,BEL,Belgium,0,0,0,0,RO-01254BEL,0,NA
RO-01254,FRA,France,45,1,0,4,RO-01254FRA,0,NA
RO-01255,BEL,Belgium,0,0,0,0,RO-01255BEL,0,NA
RO-01255,FRA,France,45,1,0,3,RO-01255FRA,0,NA
RO-01256,BEL,Belgium,0,0,0,0,RO-01256BEL,0,NA
RO-01256,FRA,France,43,1,0,3,RO-01256FRA,0,NA
RO-01257,BEL,Belgium,0,0,0,0,RO-01257BEL,0,NA
RO-01257,FRA,France,43,1,0,4,RO-01257FRA,0,NA
RO-01258,BEL,Belgium,0,0,0,0,RO-01258BEL,0,NA
RO-01258,FRA,France,41,1,0,3,RO-01258FRA,0,NA
RO-01259,BEL,Belgium,0,0,0,0,RO-01259BEL,0,NA
RO-01259,FRA,France,44,1,0,4,RO-01259FRA,0,NA
RO-01260,DEU,Germany,59,1,0,0,RO-01260DEU,0,NA
RO-01261,ITA,Italy,90,2,0,0,RO-01261ITA,0,NA
RO-01262,ITA,Italy,85,2,0,0,RO-01262ITA,2,NA
RO-01265,FRA,France,39,2,0,0,RO-01265FRA,0,NA
RO-01265,SWE,Sweden,0,0,0,0,RO-01265SWE,0,NA
RO-01266,ESP,Spain,52,1,0,0,RO-01266ESP,0,NA
RO-01267,ESP,Spain,38,1,0,0,RO-01267ESP,0,NA
RO-01268,ITA,Italy,87,2,0,0,RO-01268ITA,0,NA
RO-01269,ITA,Italy,79,1,0,0,RO-01269ITA,0,NA
RO-01270,DEU,Germany,44,1,0,0,RO-01270DEU,0,NA
RO-01271,DEU,Germany,58,1,0,0,RO-01271DEU,0,NA
RO-01271,NOR,Norway,5,1,0,0,RO-01271NOR,0,NA
RO-01271,SWE,Sweden,3,1,0,0,RO-01271SWE,0,NA
RO-01273,ESP,Spain,81,1,0,0,RO-01273ESP,1,NA
RO-01274,DEU,Germany,34,1,0,0,RO-01274DEU,0,1
RO-01275,ITA,Italy,80,1,0,0,RO-01275ITA,0,NA
RO-01276,ITA,Italy,99,0,0,0,RO-01276ITA,0,NA
RO-01277,LUX,Luxembourg,17,2,0,0,RO-01277LUX,1,NA
RO-01278,ITA,Italy,34,2,0,0,RO-01278ITA,0,NA
RO-01280,ITA,Italy,86,1,0,0,RO-01280ITA,0,NA
RO-01282,ITA,Italy,39,2,0,0,RO-01282ITA,0,NA
RO-01290,ITA,Italy,52,1,0,0,RO-01290ITA,0,NA
RO-01296,ITA,Italy,42,2,0,0,RO-01296ITA,0,NA
RO-01297,ITA,Italy,49,2,0,0,RO-01297ITA,2,NA
RO-01300,DNK,Denmark,22,1,0,1,RO-01300DNK,0,NA
RO-01308,ITA,Italy,31,1,0,0,RO-01308ITA,0,NA
RO-01309,ESP,Spain,54,1,0,0,RO-01309ESP,0,NA
RO-01310,ESP,Spain,37,0,0,0,RO-01310ESP,0,NA
RO-01319,ITA,Italy,28,1,0,0,RO-01319ITA,0,NA
RO-01320,ITA,Italy,96,1,0,0,RO-01320ITA,0,NA
RO-01178,DEU,Germany,111,1,0,1,RO-01178DEU,0,NA
RO-01179,DEU,Germany,96,1,0,0,RO-01179DEU,0,NA
RO-01179,POL,Poland,4,1,0,0,RO-01179POL,0,NA
RO-01180,AUT,Austria,22,1,0,0,RO-01180AUT,1,NA
RO-01180,DEU,Germany,91,1,0,0,RO-01180DEU,0,NA
RO-01180,SWE,Sweden,7,1,0,0,RO-01180SWE,0,NA
RO-01186,DEU,Germany,74,1,0,0,RO-01186DEU,0,NA
RO-01186,GRC,Greece,16,1,0,0,RO-01186GRC,0,NA
RO-01187,DEU,Germany,104,1,0,0,RO-01187DEU,0,NA
RO-01188,DEU,Germany,88,1,0,0,RO-01188DEU,0,NA
RO-01193,DEU,Germany,38,1,0,2,RO-01193DEU,0,NA
RO-01193,FRA,France,0,0,0,0,RO-01193FRA,0,NA
RO-01193,SWE,Sweden,0,0,0,0,RO-01193SWE,0,NA
RO-01194,DEU,Germany,38,1,0,0,RO-01194DEU,0,NA
RO-01194,ITA,Italy,0,0,0,0,RO-01194ITA,0,NA
RO-01195,DEU,Germany,38,1,0,2,RO-01195DEU,0,NA
RO-01195,FRA,France,0,0,0,0,RO-01195FRA,0,NA
RO-01195,ITA,Italy,0,0,0,0,RO-01195ITA,0,NA
RO-01204,AUT,Austria,35,1,0,0,RO-01204AUT,1,NA
RO-01204,BEL,Belgium,5,1,0,0,RO-01204BEL,0,NA
RO-01204,DEU,Germany,52,1,0,0,RO-01204DEU,0,NA
RO-01204,GRC,Greece,2,1,0,0,RO-01204GRC,0,NA
RO-01205,AUT,Austria,50,1,0,0,RO-01205AUT,1,NA
RO-01205,HUN,Hungary,4,1,0,0,RO-01205HUN,0,NA
RO-01205,LUX,Luxembourg,14,2,0,0,RO-01205LUX,1,NA
RO-01205,SWE,Sweden,15,1,0,0,RO-01205SWE,0,NA
RO-01210,AUT,Austria,15,1,0,2,RO-01210AUT,1,NA
RO-01211,AUT,Austria,24,1,0,1,RO-01211AUT,1,NA
RO-01212,AUT,Austria,18,1,0,1,RO-01212AUT,1,NA
RO-01219,AUT,Austria,44,1,0,0,RO-01219AUT,1,NA
RO-01219,BGR,Bulgaria,4,1,0,0,RO-01219BGR,0,NA
RO-01219,GRC,Greece,4,1,0,0,RO-01219GRC,1,NA
RO-01219,SWE,Sweden,62,2,0,0,RO-01219SWE,1,NA
RO-01220,BGR,Bulgaria,2,1,0,0,RO-01220BGR,0,NA
RO-01220,SWE,Sweden,58,2,0,3,RO-01220SWE,1,NA
RO-01231,DEU,Germany,47,1,0,0,RO-01231DEU,0,NA
RO-01231,NOR,Norway,3,1,0,0,RO-01231NOR,0,NA
RO-01233,DEU,Germany,103,1,0,0,RO-01233DEU,0,NA
RO-01233,POL,Poland,3,1,0,0,RO-01233POL,0,NA
RO-01237,DEU,Germany,71,1,0,0,RO-01237DEU,0,NA
RO-01263,DEU,Germany,45,1,0,0,RO-01263DEU,0,NA
RO-01263,FIN,Finland,4,1,0,0,RO-01263FIN,1,NA
RO-01264,DEU,Germany,43,1,0,0,RO-01264DEU,0,1
RO-01281,DEU,Germany,30,3,0,1,RO-01281DEU,3,NA
RO-01283,AUT,Austria,15,1,0,0,RO-01283AUT,1,NA
RO-01283,DEU,Germany,122,1,0,0,RO-01283DEU,0,NA
RO-01283,POL,Poland,3,1,0,0,RO-01283POL,0,NA
RO-01284,DEU,Germany,95,1,0,0,RO-01284DEU,0,NA
RO-01285,DEU,Germany,107,1,0,0,RO-01285DEU,0,NA
RO-01285,POL,Poland,1,1,0,0,RO-01285POL,0,NA
RO-01289,AUT,Austria,23,1,0,1,RO-01289AUT,1,NA
RO-01289,BGR,Bulgaria,2,1,0,0,RO-01289BGR,0,NA
RO-01289,HUN,Hungary,16,1,0,0,RO-01289HUN,1,NA
RO-01291,DEU,Germany,68,1,0,0,RO-01291DEU,0,1
RO-01292,DEU,Germany,70,1,0,0,RO-01292DEU,0,NA
RO-01294,DEU,Germany,47,1,0,0,RO-01294DEU,0,NA
RO-01295,DEU,Germany,65,1,0,0,RO-01295DEU,0,NA
RO-01298,DEU,Germany,65,1,0,0,RO-01298DEU,0,NA
RO-01299,BEL,Belgium,16,2,0,0,RO-01299BEL,2,NA
RO-01299,DEU,Germany,44,1,0,2,RO-01299DEU,0,1
RO-01304,DEU,Germany,42,1,0,0,RO-01304DEU,0,NA
RO-01305,DEU,Germany,31,1,0,0,RO-01305DEU,0,NA
RO-01306,DEU,Germany,41,1,0,0,RO-01306DEU,0,NA
RO-01307,ESP,Spain,68,1,0,0,RO-01307ESP,2,NA
RO-01311,BEL,Belgium,0,0,0,0,RO-01311BEL,0,NA
RO-01311,FRA,France,43,1,0,3,RO-01311FRA,0,NA
RO-01312,BEL,Belgium,0,0,0,0,RO-01312BEL,0,NA
RO-01312,FRA,France,43,1,0,3,RO-01312FRA,0,NA
RO-01313,BEL,Belgium,0,0,0,0,RO-01313BEL,0,NA
RO-01313,FRA,France,46,1,0,3,RO-01313FRA,0,NA
RO-01314,DEU,Germany,46,1,0,0,RO-01314DEU,0,1
RO-01314,FIN,Finland,4,1,0,0,RO-01314FIN,0,NA
RO-01315,DEU,Germany,19,1,0,0,RO-01315DEU,0,NA
RO-01317,FRA,France,43,1,0,1,RO-01317FRA,0,NA
RO-01321,BEL,Belgium,0,0,0,0,RO-01321BEL,0,NA
RO-01321,GRC,Greece,52,1,0,0,RO-01321GRC,2,NA
RO-01322,DEU,Germany,57,1,0,0,RO-01322DEU,0,NA
RO-01326,DEU,Germany,33,1,0,0,RO-01326DEU,0,NA
RO-01328,DEU,Germany,39,1,0,0,RO-01328DEU,0,NA
RO-01330,ITA,Italy,44,1,0,0,RO-01330ITA,0,NA
RO-01331,ITA,Italy,80,2,0,0,RO-01331ITA,2,NA
RO-01333,ESP,Spain,67,1,0,0,RO-01333ESP,2,NA
RO-01334,ITA,Italy,42,2,0,0,RO-01334ITA,3,NA
RO-01335,BEL,Belgium,0,0,0,0,RO-01335BEL,0,NA
RO-01335,FRA,France,46,1,0,3,RO-01335FRA,0,NA
RO-01336,BEL,Belgium,0,0,0,0,RO-01336BEL,0,NA
RO-01336,FRA,France,44,1,0,3,RO-01336FRA,0,NA
RO-01337,BEL,Belgium,0,0,0,0,RO-01337BEL,0,NA
RO-01337,FRA,France,47,0,0,0,RO-01337FRA,1,NA
RO-01338,BEL,Belgium,0,0,0,0,RO-01338BEL,0,NA
RO-01338,FRA,France,44,1,0,3,RO-01338FRA,0,NA
RO-01341,ITA,Italy,108,3,0,0,RO-01341ITA,3,NA
RO-01342,FRA,France,47,1,0,0,RO-01342FRA,0,NA
RO-01342,LUX,Luxembourg,0,0,0,0,RO-01342LUX,0,NA
RO-01343,BEL,Belgium,0,0,0,0,RO-01343BEL,0,NA
RO-01343,FRA,France,46,1,0,4,RO-01343FRA,0,NA
RO-01347,DEU,Germany,93,1,0,0,RO-01347DEU,0,NA
RO-01348,ITA,Italy,26,1,0,0,RO-01348ITA,0,NA
RO-01350,ESP,Spain,76,1,0,0,RO-01350ESP,2,NA
RO-01351,ESP,Spain,38,0,0,0,RO-01351ESP,0,NA
RO-01353,ITA,Italy,59,2,0,0,RO-01353ITA,2,NA
RO-01354,ESP,Spain,62,1,0,0,RO-01354ESP,0,NA
RO-01356,ITA,Italy,35,2,0,0,RO-01356ITA,2,NA
RO-01357,DEU,Germany,26,1,0,0,RO-01357DEU,0,NA
RO-01359,ITA,Italy,57,2,0,0,RO-01359ITA,0,NA
RO-01363,FRA,France,27,1,0,0,RO-01363FRA,0,NA
RO-01365,DEU,Germany,54,1,0,0,RO-01365DEU,0,NA
RO-01369,ITA,Italy,34,1,0,0,RO-01369ITA,0,NA
RO-01370,ITA,Italy,37,2,0,0,RO-01370ITA,0,NA
RO-01393,NOR,Norway,12,1,0,0,RO-01393NOR,0,NA
RO-01401,AUT,Austria,35,1,0,1,RO-01401AUT,1,NA
RO-01405,DEU,Germany,39,1,0,0,RO-01405DEU,0,NA
RO-01409,DEU,Germany,47,1,0,0,RO-01409DEU,0,NA
RO-01414,DEU,Germany,59,1,0,0,RO-01414DEU,0,NA
RO-01415,DEU,Germany,69,1,0,0,RO-01415DEU,0,NA
RO-01420,AUT,Austria,51,1,0,1,RO-01420AUT,1,NA
RO-01421,DEU,Germany,39,1,0,0,RO-01421DEU,0,NA
RO-01421,GRC,Greece,19,0,0,0,RO-01421GRC,2,NA
RO-01425,DEU,Germany,40,1,0,0,RO-01425DEU,0,NA
RO-01426,DEU,Germany,68,1,0,0,RO-01426DEU,0,NA
RO-01428,DEU,Germany,65,1,0,0,RO-01428DEU,0,NA
RO-01429,FRA,France,39,2,0,1,RO-01429FRA,0,NA
RO-01430,FRA,France,42,0,0,0,RO-01430FRA,0,NA
RO-01434,DEU,Germany,57,1,0,0,RO-01434DEU,0,NA
RO-01435,DEU,Germany,56,1,0,0,RO-01435DEU,0,NA
RO-01436,DEU,Germany,59,1,0,0,RO-01436DEU,0,NA
RO-01436,SWE,Sweden,9,1,0,0,RO-01436SWE,0,NA
RO-01437,DEU,Germany,58,1,0,0,RO-01437DEU,0,NA
RO-01437,ISL,Iceland,4,1,0,0,RO-01437ISL,0,NA
RO-01437,SWE,Sweden,10,1,0,0,RO-01437SWE,0,NA
RO-01438,DEU,Germany,19,2,0,0,RO-01438DEU,0,NA
RO-01438,NLD,Netherlands,0,0,0,0,RO-01438NLD,0,NA
RO-01439,DEU,Germany,75,1,0,0,RO-01439DEU,0,NA
RO-01441,DEU,Germany,18,1,0,2,RO-01441DEU,0,NA
RO-01441,GRC,Greece,0,0,0,0,RO-01441GRC,0,NA
RO-01442,FRA,France,33,1,0,0,RO-01442FRA,0,NA
RO-01443,DEU,Germany,31,1,0,0,RO-01443DEU,0,NA
RO-01444,DEU,Germany,71,1,0,0,RO-01444DEU,0,NA
RO-01446,DEU,Germany,43,1,0,0,RO-01446DEU,0,NA
RO-01448,AUT,Austria,36,1,0,0,RO-01448AUT,1,NA
RO-01448,GRC,Greece,29,1,0,0,RO-01448GRC,1,NA
RO-01454,DEU,Germany,42,1,0,0,RO-01454DEU,0,NA
RO-01454,NLD,Netherlands,2,1,0,0,RO-01454NLD,0,NA
RO-01456,ITA,Italy,52,2,0,0,RO-01456ITA,0,NA
RO-01457,DEU,Germany,42,1,0,0,RO-01457DEU,0,NA
RO-01458,DEU,Germany,18,1,0,2,RO-01458DEU,0,NA
RO-01458,ESP,Spain,0,0,0,0,RO-01458ESP,0,NA
RO-01458,ITA,Italy,0,0,0,0,RO-01458ITA,0,NA
RO-01460,DEU,Germany,48,1,0,0,RO-01460DEU,0,NA
RO-01460,ITA,Italy,12,2,0,0,RO-01460ITA,0,NA
RO-01460,NLD,Netherlands,3,1,0,0,RO-01460NLD,0,NA
RO-01460,SWE,Sweden,4,1,0,0,RO-01460SWE,0,NA
RO-01461,ITA,Italy,49,1,0,0,RO-01461ITA,0,NA
RO-01462,FRA,France,46,1,0,0,RO-01462FRA,0,NA
RO-01463,SVN,Slovenia,2,1,0,0,RO-01463SVN,0,NA
RO-01464,FIN,Finland,11,1,0,0,RO-01464FIN,0,NA
RO-01465,FRA,France,32,1,0,0,RO-01465FRA,0,NA
RO-01466,DEU,Germany,57,1,0,0,RO-01466DEU,0,NA
RO-01466,NLD,Netherlands,3,1,0,0,RO-01466NLD,0,NA
RO-01467,ITA,Italy,49,2,0,0,RO-01467ITA,0,NA
RO-01468,ITA,Italy,90,2,0,0,RO-01468ITA,0,NA
RO-01469,DEU,Germany,46,1,0,0,RO-01469DEU,0,NA
RO-01470,FRA,France,38,1,0,1,RO-01470FRA,0,NA
RO-01471,FRA,France,39,1,0,0,RO-01471FRA,0,NA
RO-01472,ITA,Italy,43,2,0,0,RO-01472ITA,0,NA
RO-01474,ITA,Italy,48,2,0,0,RO-01474ITA,0,NA
RO-01475,ITA,Italy,45,2,0,0,RO-01475ITA,0,NA
RO-01478,DEU,Germany,45,1,0,0,RO-01478DEU,0,NA
RO-01479,DEU,Germany,78,1,0,0,RO-01479DEU,0,NA
RO-01479,SWE,Sweden,9,1,0,0,RO-01479SWE,0,NA
RO-01480,ITA,Italy,91,2,0,0,RO-01480ITA,0,NA
RO-01481,FIN,Finland,10,1,0,0,RO-01481FIN,0,NA
RO-01482,FIN,Finland,9,1,0,0,RO-01482FIN,0,NA
RO-01484,ITA,Italy,88,3,0,0,RO-01484ITA,0,NA
RO-01485,FRA,France,40,1,0,0,RO-01485FRA,0,NA
RO-01486,FRA,France,43,1,0,0,RO-01486FRA,0,NA
RO-01487,FRA,France,39,1,0,0,RO-01487FRA,0,NA
RO-01489,ITA,Italy,94,2,0,0,RO-01489ITA,0,NA
RO-01490,ITA,Italy,88,2,0,0,RO-01490ITA,0,NA
RO-01491,DEU,Germany,65,1,0,0,RO-01491DEU,0,NA
RO-01492,FRA,France,34,1,0,0,RO-01492FRA,0,NA
RO-01493,FRA,France,42,1,0,0,RO-01493FRA,0,NA
RO-01494,ITA,Italy,91,2,0,0,RO-01494ITA,0,NA
RO-01495,ITA,Italy,87,2,0,0,RO-01495ITA,0,NA
RO-01496,DEU,Germany,18,1,0,1,RO-01496DEU,0,NA
RO-01497,DEU,Germany,40,1,0,0,RO-01497DEU,2,1
RO-01497,ISL,Iceland,8,1,0,0,RO-01497ISL,1,NA
RO-01498,DEU,Germany,68,1,0,0,RO-01498DEU,0,NA
RO-01508,DEU,Germany,74,1,0,0,RO-01508DEU,0,NA
RO-01509,DEU,Germany,91,1,0,0,RO-01509DEU,0,NA
RO-01510,FRA,France,42,1,0,3,RO-01510FRA,0,NA
RO-01511,DEU,Germany,85,1,0,0,RO-01511DEU,0,NA
RO-01512,FRA,France,46,1,0,0,RO-01512FRA,0,NA
RO-01513,FRA,France,46,1,0,3,RO-01513FRA,0,NA
RO-01514,FRA,France,46,1,0,3,RO-01514FRA,0,NA
RO-01515,ITA,Italy,83,2,0,0,RO-01515ITA,0,NA
RO-01516,AUT,Austria,27,1,0,1,RO-01516AUT,1,NA
RO-01516,GRC,Greece,54,1,0,0,RO-01516GRC,1,NA
RO-01517,ITA,Italy,55,1,0,0,RO-01517ITA,0,NA
RO-01518,ITA,Italy,66,1,0,0,RO-01518ITA,0,NA
RO-01519,ITA,Italy,88,2,0,0,RO-01519ITA,0,NA
RO-01520,ITA,Italy,91,2,0,0,RO-01520ITA,0,NA
RO-01521,DEU,Germany,66,1,0,0,RO-01521DEU,0,NA
RO-01522,ITA,Italy,89,3,0,0,RO-01522ITA,0,NA
RO-01523,DEU,Germany,55,1,0,0,RO-01523DEU,0,NA
RO-01524,FRA,France,45,1,0,3,RO-01524FRA,0,NA
RO-01525,DEU,Germany,46,1,0,0,RO-01525DEU,0,NA
RO-01525,ISL,Iceland,2,1,0,0,RO-01525ISL,0,NA
RO-01525,MLT,Malta,4,1,0,0,RO-01525MLT,0,NA
RO-01526,AUT,Austria,32,1,0,0,RO-01526AUT,1,NA
RO-01526,DEU,Germany,26,1,0,0,RO-01526DEU,0,NA
RO-01526,FRA,France,0,9,0,0,RO-01526FRA,0,NA
RO-01527,DEU,Germany,92,1,0,0,RO-01527DEU,0,NA
RO-01527,NOR,Norway,2,1,0,0,RO-01527NOR,0,NA
RO-01528,FRA,France,45,1,0,3,RO-01528FRA,0,NA
RO-01529,DEU,Germany,66,1,0,0,RO-01529DEU,0,NA
RO-01530,DEU,Germany,18,1,0,2,RO-01530DEU,0,NA
RO-01530,ITA,Italy,0,0,0,0,RO-01530ITA,0,NA
RO-01532,FRA,France,47,1,0,3,RO-01532FRA,0,NA
RO-01533,DEU,Germany,50,1,0,0,RO-01533DEU,0,NA
RO-01535,DEU,Germany,18,2,0,1,RO-01535DEU,0,NA
RO-01535,FRA,France,0,0,0,0,RO-01535FRA,0,NA
RO-01535,ITA,Italy,0,0,0,0,RO-01535ITA,0,NA
RO-01536,DEU,Germany,58,1,0,0,RO-01536DEU,0,NA
RO-01537,FRA,France,47,1,0,3,RO-01537FRA,0,NA
RO-01542,DEU,Germany,54,1,0,0,RO-01542DEU,0,NA
RO-01543,DEU,Germany,48,1,0,0,RO-01543DEU,0,NA
RO-01544,ITA,Italy,54,3,0,0,RO-01544ITA,1,NA
RO-01545,AUT,Austria,50,1,0,0,RO-01545AUT,1,NA
RO-01546,ITA,Italy,91,2,0,0,RO-01546ITA,0,NA
RO-01547,AUT,Austria,61,1,0,0,RO-01547AUT,1,NA
RO-01547,BGR,Bulgaria,2,1,0,0,RO-01547BGR,0,NA
RO-01547,DEU,Germany,26,1,0,0,RO-01547DEU,0,NA
RO-01547,HUN,Hungary,4,1,0,0,RO-01547HUN,0,NA
RO-01547,ROU,Romania,2,1,0,0,RO-01547ROU,0,NA
RO-01547,SWE,Sweden,2,1,0,0,RO-01547SWE,0,NA
RO-01548,DEU,Germany,54,1,0,0,RO-01548DEU,0,NA
RO-01549,ESP,Spain,4,1,0,0,RO-01549ESP,0,NA
RO-01549,FRA,France,58,1,0,0,RO-01549FRA,0,NA
RO-01551,ITA,Italy,86,1,0,0,RO-01551ITA,0,NA
RO-01552,DEU,Germany,58,1,0,0,RO-01552DEU,0,1
RO-01552,FRA,France,9,1,0,0,RO-01552FRA,0,NA
RO-01553,ITA,Italy,96,2,0,0,RO-01553ITA,0,NA
RO-01555,ITA,Italy,96,2,0,0,RO-01555ITA,0,NA
RO-01556,DEU,Germany,44,1,0,0,RO-01556DEU,0,1
