Date ROID,,TOTAL PAID,comment
04/11/2021 RO-01974,,"€ 111,150.00 costs for AUT not available yet"
04/11/2021 RO-02012,,"€ 62,014.00"
08/11/2021 RO-01981,,"€ 186,705.00"
09/11/2021 RO-01994,,"€ 51,134.51"
10/11/2021 RO-01971,,"€ 119,141.76"
10/11/2021 RO-01990,,"€ 105,280.17"
11/11/2021 RO-01954,,"€ 454,511.74 costs for AUT not available yet"
11/11/2021 RO-02013,,"€ 68,680.00"
15/11/2021 RO-02022,,"€ 69,690.00"
16/11/2021 RO-01983,,"€ 111,713.05"
16/11/2021 RO-01995,,"€ 64,870.59"
17/11/2021 RO-01957,,"€ 139,608.96 costs for AUT not available yet"
18/11/2021 RO-01972,,"€ 109,113.14"
18/11/2021 RO-02028,,"€ 43,834.00"
22/11/2021 RO-02029,,"€ 66,649.90"
23/11/2021 RO-01958,,"€ 114,809.42"
23/11/2021 RO-01961,,"€ 394,893.81 costs for AUT not available yet"
23/11/2021 RO-01996,,"€ 50,797.04"
24/11/2021 RO-01959,,"€ 78,763.59"
25/11/2021 RO-01956,,"€ 221,210.03"
25/11/2021 RO-02038,,"€ 77,669.00"
29/11/2021 RO-02040,,"€ 49,468.79"
30/11/2021 RO-01963,,"€ 225,080.19"
30/11/2021 RO-01991,,"€ 148,859.12"
30/11/2021 RO-01997,,"€ 44,203.56"
30/11/2021 RO-02020,,"€ 73,764.13"
01/12/2021 RO-01964,,"€ 139,948.63"
01/12/2021 RO-02008,,"€ 94,357.39"
02/12/2021 RO-01973,,"€ 184,893.65"
02/12/2021 RO-01982,,"€ 85,050.00 costs for AUT not available yet"
02/12/2021 RO-02041,,"€ 49,995.00"
04/12/2021 RO-02010,,"€ 129,857.40"
06/12/2021 RO-02042,,"€ 43,116.90"
07/12/2021 RO-01999,,"€ 173,357.44"
07/12/2021 RO-02018,,"€ 52,860.71"
08/12/2021 RO-01988,,"€ 88,109.40"
13/12/2021 RO-02048,,"€ 80,699.00"
14/12/2021 RO-02000,,"€ 99,988.54"
14/12/2021 RO-02001,,"€ 110,537.15"
14/12/2021 RO-02002,,"€ 354,435.29"
14/12/2021 RO-02015,,"€ 54,756.73"
15/12/2021 RO-01975,,"€ 344,503.39"
15/12/2021 RO-01978,,"€ 83,628.84"
15/12/2021 RO-02044,,"€ 92,788.70"
16/12/2021 RO-02007,,"€ 89,639.80"
16/12/2021 RO-02019,,"€ 70,397.52"
20/12/2021 RO-02014,,€ 0.00 costs for AUT not available yet
20/12/2021 RO-02053,,"€ 92,718.00"
21/12/2021 RO-01976,,"€ 281,424.40"
21/12/2021 RO-01979,,"€ 107,397.83"
21/12/2021 RO-02017,,"€ 51,495.22"
22/12/2021 RO-02043,,"€ 59,229.76"
28/12/2021 RO-02016,,"€ 49,834.78"
30/12/2021 RO-02065,,"€ 79,588.00"
