RO-ID,Date,MS/SAC,TOTAL PAID
RO-01801,16/06/2021,LUX,"€                                                    3 1,616.36"
RO-01793,16/06/2021,DEU,"€                                                    8 6,096.31"
RO-01708,16/06/2021,POL,"€                                                    1 4,677.73"
RO-01708,16/06/2021,HUN,€                                                         943.49
RO-01708,16/06/2021,CZE,"€                                                      2,581.56"
RO-01708,16/06/2021,SWE,"€                                                      2,173.12"
RO-01708,16/06/2021,NOR,"€                                                    3 2,370.50"
RO-01794,17/06/2021,DEU,"€                                                  1 77,908.04"
RO-01866,17/06/2021,ITA,"€                                                    7 9,891.00"
RO-01867,21/06/2021,ITA,"€                                                    8 5,839.90"
RO-01813,22/06/2021,FRA,"€                                                    4 3,812.77"
RO-01798,22/06/2021,DEU,"€                                                  3 85,145.01"
RO-01798,22/06/2021,ESP,"€                                                    2 1,192.87"
RO-01798,22/06/2021,HUN,"€                                                      2,101.82"
RO-01798,22/06/2021,AUT,"€                                                      9,502.08"
RO-01795,22/06/2021,DEU,"€                                                  4 09,926.80"
RO-01872,24/06/2021,ITA,"€                                                    7 2,720.00"
RO-01796,24/06/2021,DEU,"€                                                    9 7,895.71"
RO-01797,25/06/2021,DEU,"€                                                    9 1,499.11"
RO-01797,25/06/2021,AUT,"€                                                    3 7,473.02"
RO-01799,28/06/2021,DEU,"€                                                  2 03,159.44"
RO-01874,28/06/2021,ITA,"€                                                    6 4,892.50"
RO-01814,29/06/2021,FRA,"€                                                    4 2,254.24"
RO-01848,01/07/2021,FRA,"€                                                    5 1,843.30"
RO-01800,01/07/2021,DEU,"€                                                  1 07,820.16"
RO-01800,01/07/2021,ITA,"€                                                    3 7,016.50"
RO-01877,01/07/2021,ITA,"€                                                    4 9,793.00"
RO-01808,01/07/2021,DEU,"€                                                  1 16,582.12"
RO-01803,01/07/2021,DEU,"€                                                  1 34,850.21"
RO-01876,02/07/2021,ITA,"€                                                    7 6,255.00"
RO-01909,05/07/2021,ITA,"€                                                    5 1,510.00"
RO-01841,06/07/2021,DEU,"€                                                  4 44,442.84"
RO-01817,06/07/2021,FRA,"€                                                    4 6,875.13"
RO-01818,07/07/2021,ESP,"€                                                  1 38,064.98"
RO-01818,07/07/2021,LUX,"€                                                    3 9,430.24"
RO-01885,12/07/2021,ITA,"€                                                    4 8,974.90"
RO-01882,13/07/2021,ITA,"€                                                    6 6,256.00"
RO-01823,13/07/2021,DEU,"€                                                  1 78,557.71"
RO-01821,14/07/2021,DEU,"€                                                    8 7,217.73"
RO-01842,15/07/2021,AUT,"€                                                      4,988.39"
RO-01842,15/07/2021,DEU,"€                                                      1,269.64"
RO-01820,15/07/2021,DEU,"€                                                    7 4,312.70"
RO-01822,15/07/2021,DEU,"€                                                  1 06,414.38"
RO-01844,20/07/2021,GRC,€                                                              -
RO-01827,20/07/2021,DEU,"€                                                  1 16,321.05"
RO-01825,20/07/2021,FRA,"€                                                    4 3,815.39"
RO-ID,Date,MS/SAC,TOTAL PAID
RO-01903,22/07/2021,ITA,"€                                                    4 2,319.00"
RO-01829,22/07/2021,DEU,"€                                                    8 9,808.16"
RO-01873,23/07/2021,DEU,"€                                                    9 3,914.59"
RO-01902,27/07/2021,ITA,"€                                                    7 4,184.50"
RO-01845,27/07/2021,DEU,"€                                                    9 4,568.93"
RO-01830,27/07/2021,DEU,"€                                                  3 73,803.49"
RO-01830,27/07/2021,AUT,"€                                                    1 2,038.19"
RO-01832,28/07/2021,DEU,"€                                                  3 54,967.22"
RO-01904,29/07/2021,ITA,"€                                                    5 1,207.00"
RO-01835,29/07/2021,DEU,"€                                                  1 04,656.38"
RO-01834,30/07/2021,DEU,"€                                                    9 7,807.78"
RO-01868,03/08/2021,FRA,"€                                                    4 7,659.47"
RO-01875,04/08/2021,DEU,"€                                                    9 3,700.39"
RO-01905,05/08/2021,ITA,"€                                                    6 1,509.00"
RO-01911,09/08/2021,ITA,"€                                                    7 1,962.50"
RO-01907,10/08/2021,FRA,"€                                                    4 4,713.44"
RO-01854,10/08/2021,DEU,"€                                                  1 09,691.34"
