"",RO-ID,RO Date,MSSAC,"EscortLeaders",Escorts,"FRESO airport CAT1","FRESO airport CAT2","FRESO HQ CAT1","FRESO HQCAT 2","FRESO CAT3",Medical Personnel,"Observers(MS)","Observers(TC)","Monitorsnational","Monitors fromPool (MS)","Monitors fromPool (FRO)"
"",RO-01599,18/12/2020,Netherlands,1,38,0,0,0,0,0,1,0,0,2,0,0
"",RO-01600,10/12/2020,Germany,1,37,0,0,0,0,0,2,0,0,0,0,0
"",RO-01601,16/12/2020,Spain,1,124,0,0,0,0,0,2,0,0,2,0,0
"",RO-01602,03/12/2020,Italy,1,94,0,0,0,0,0,2,0,0,0,0,0
"",RO-01603,28/12/2020,Romania,1,47,0,0,0,0,0,1,0,0,1,0,0
"",RO-01622,07/12/2020,Italy,2,95,0,0,0,0,0,2,0,0,0,0,0
"",RO-01623,10/12/2020,Italy,1,102,0,0,0,0,0,2,0,0,0,0,0
"",RO-01624,16/12/2020,France,1,33,0,0,0,0,0,1,0,0,0,0,0
"",RO-01629,15/12/2020,Italy,2,77,0,0,0,0,0,2,0,0,1,0,0
"",RO-01630,14/12/2020,Italy,2,79,0,0,0,0,0,2,0,0,0,0,0
"",RO-01631,17/12/2020,Italy,2,68,0,0,0,0,0,2,0,0,0,0,0
"",RO-01633,21/12/2020,Italy,2,48,0,0,0,0,0,2,0,0,0,0,0
"",RO-01634,22/12/2020,Italy,2,56,0,0,0,0,0,2,0,0,0,0,0,
